ad_id,breed,audience,country_group,clicks,impressions,users,costs
GBMT1F7e4VyG4izUFD1LoR00ZUJ9ILhkjU34bWz/97k=,breed_1,Male,Other,40127,667108,64,546.82
yFhjM4GcKLP3g7xe59VWWMbJapbF2GJ5n3eTv2mB9V8=,other,Female,Tier1,6450,290188,46,1169.5
VJ3OMJC+vAA3uTRKa0qy2h1Bb+gtToBDwA7YdkHTCSs=,other,None,Tier1,14372,433026,41,1206.95
HlfHDXDMj7L3k1prSZx0KdNYBwWip46/r0kdzcViSJA=,breed_3,Male,Tier1,3097,72993,51,1248.27
a9dz6+DGiIvfEu801gk5dxu87eBlLysyY+p/vHzOI/c=,breed_1,Male,Tier1,2212,108130,49,712.84
77iGi9DpBepueUG7EEOdo5aTaFnyF/HVx4E5tr3RWyI=,breed_2,Male,Tier1,27,1145,14,2897.45
lWrvujpQmPE2Ep1OfW9STPmG1q4I+TOgWWRWqM6McWQ=,breed_1,Male,Tier1,79259,1261671,1290,16119.58
sV0MsYmauc3MKUTzPLjcWqUQRcHw0ripxlps96GqTAw=,breed_2,Male,Tier1,2280,79225,68,989.18
kpLKcRwcz4rYAXzeZ5j14UsVhLxdTTl7jM+/D3pv/as=,breed_3,Male,Tier1,524,10244,24,532.5
aYTuM6aVuUQRKQitTGpk6PNmrW1lHjG6Lr2omC4B9JQ=,breed_2,Male,Other,3217,96735,291,3873.14
brunhKOJYiLcBuyfElmi+FizvjQ0VBnxIy4oKc7lZPg=,breed_1,Male,Other,9629043,1008411811,5225,16081.4
0Q1t7C2p88O3kACQdiGRxm6H/UluWWlZV8G1t8oH1ik=,breed_2,Male,Tier1,17560,561419,35,70.98
3oB/0E8xVBc7/ni/xLJMrB2i6I3lLGAU32FBvFT5sDw=,breed_1,Male,Tier1,9754,175251,11,92.17
BfML7NeTjw2CfZL7ZFfq5pYf1HCZ7G4pSqpSuXyNW58=,breed_2,Male,Tier1,2755,288243,26,786.76
yntzVT3mXvT/TrGfUQ7jl40Qwoo/maZsMMu9tpTLzjA=,breed_1,Male,Tier1,360,29057,14,256.78
yYtDYuzDupLfzjTvJeZ5+eKw/YWF5qyAdV9KP+xqj6k=,breed_1,Female,Tier1,2592,147474,19,548.04
HsxM07q/hS4YjJbpSmgMgT6HjgXuGwjS0eEQJVpkJKE=,breed_1,Male,Tier1,227,9923,19,562.77
OzJeNA75KLt/MNSpuDKDVeYT97IV0ieVC+GtqJMjnlA=,breed_1,Male,Other,49973,1987180,114,1240.88
2zP3tSyjzQE2dtc07Syfy7XCIevcrSd61Vv6V8Ii0Dk=,breed_1,Male,Tier1,7601,177856,230,4207.07
/bnMrX8DEPM8znSpqT1ZU+NTARYoK2yI3rHnhIIyyrY=,Mix,Female,Tier1,73,3388,15,576.35
ojYPaJYomw6ajnDpVl3FCvrenjKhWloEgihv7YORQ4M=,breed_1,Male,Other,7207,375314,53,1766.68
4++V5xWNM4CW12/74otA6T+osAes0Ghk9+b6eQXHG/I=,breed_2,Male,Tier1,4498,398977,133,7892.36
FF94YqomFlxBN4TJUNGz+gpP8ZBWDmztEfuQ8Pu3o+k=,breed_1,Female,Tier1,1956,132949,14,646.44
N2wh0PjUY0mGH9e9zeOU/o1wYvrsfbWPydbWXU7P01I=,breed_1,Male,Tier1,8682,167822,22,577.06
9//s3F7lzO0yu3fO+xX/AMaISPk9g8WMpr80NSN5gNQ=,breed_2,Male,Tier1,50,1162,24,391.85
7rE5ZjAgXZ7ph3URd6jaFAKbomuBHEaNuiBF2vkGu18=,breed_1,Male,Tier1,379,12350,16,1380.1
xB6KRdTtAqZjeZJMENf8Q9eSh/pmq8zCKhy8OLweJ5Q=,breed_1,Male,Other,3518,175355,10,270.9
rOG2234fv2S2b0/J/KZG/l/2Lmt4z9o1uahMejLhmjk=,breed_2,Male,Tier1,1711,62236,11,396.86
WcvpdYC5HnkIYn8t7Lu0W6XbDFE9YWMEbCkR1nEyAjo=,breed_1,Male,Tier1,570,9476,15,576.49
DDtVA5nkwOKoQElik+5pIU2cR3fsU/7cUGfo3Ogd/MQ=,breed_3,Male,Other,8858,358733,421,1482.42
u+7aDpetlevvAyMFS9qSllDsJUcbbHZ6h5KzkFjGg9U=,Mix,Both,Tier1,118402,1616766,442,5988.42
r6TeJsN2YHuEwf/qGx+Wn7ysObfrwMvceV/Xz4gue6s=,breed_1,Female,Tier1,2129,85403,15,400.82
Gv3NfMwCW366tqDgl58awoqz/hGKWqwEvZSuoWhTsHk=,breed_3,Male,Tier1,36873,828283,154,5945.6
jmkXorRa9C0FDIpF+M3Cl7cQKWtK6jrkVNDq+HYpLzA=,breed_3,Male,Tier1,3101,117764,85,983.08
hO1U5BmDJwqXYfYcX/6a8dK/3mmnmtMGlEFnYghTnn8=,breed_2,Male,Other,643484,16725590,524,3294.27
1Mei9iQmVTSkl9x3Kv7vbdYnmOij/bG/w+AAtNqTQBk=,breed_2,Male,Other,4111,124555,49,374.33
tWHNGmIHpyMbUMrMhkOJrjPWggA1jB507ESJZaiUuJo=,breed_3,Male,Tier1,3623,187439,71,3341.41
Zy4EsBPVdvw5TMdqThNMJJnFEGjxdvBnqDWtAmVAGDc=,breed_3,Male,Tier1,32,3125,10,103.88
bMOkttpSN7FX7pHhdYP4ae48nol8sKjc7EnBk4C0g/4=,breed_2,Male,Other,3959,156297,12,137.21
h3EfCqteGsnA6jiSh3H1jF7Ga+AfZVQYk14MYXZZnrM=,breed_2,Male,Tier1,5686,143499,69,2496.97
C/nUp90GH4NAf4TRYYJiXMialpEw73UFi7S7UnjmdNc=,breed_2,Male,Tier1,6975,276120,17,383.98
4ogiKGEw/ZNXe20sv7L4oexf1Jr+lRWMmpidXHgWrvw=,breed_1,Female,Tier1,4705,89327,32,832.85
FyokGKE7s/tmYPDJGBfH31LB/34Ziq8hzphepKXy0E4=,breed_2,Male,Tier1,29618,421452,29,303.49
Ih0KnY7h6Z5uf+zAzRs5iPVuNYgwIxUsW1NS1aQ8Rvw=,breed_2,Male,Tier1,61159,815970,352,2563.31
u5qEM9LgmAhJr8rgFkPd2EyJvaWZUAhOaflk/H25Glo=,breed_1,Male,Tier1,3717,123618,12,289.14
lqEi1iCdB8dVPodL4MGSWHuszuMKo06n0aYEEhI1CxA=,breed_2,Male,Other,455384,10226437,632,1135.14
bAUB6yEqYM+QgwHCbWgU/oOz0ApHSirRoqz4hi1/vk0=,breed_2,Male,Tier1,1624,53505,17,395.67
oiXQ0CEw7tTiyrXZ1rEFksC/FeIMPz0m6o/A+SQaZ04=,breed_3,Male,Tier1,1237,65209,10,269.53
gzo634cCoxhAIYHQUokbTmF6t0QS5WoMeHmIeHkUlq8=,breed_3,Male,Tier1,3848,103347,15,383.37
+esWXOhbNUMLKye4n+SyxQIEl1lY7Jz36NLw75AI2B0=,breed_1,Male,Tier1,2767920,394942328,7377,136906.3
Ww+yrBsb78kx/8UGOLpoAHvBFKjkwAcgsyJFHA7Qklg=,breed_1,Male,Tier1,433,8797,34,727.72
HCUttLHufDnay1D7RDp2ybONwgLgPZ+2RSTn6RiYIMM=,breed_1,Male,Tier1,1459,37592,168,24917.42
/krLoIPXKGCFXxCp6ENaU/3enKHu7toWnaK/PwylhvM=,breed_2,Male,Other,3737,577339,13,250.06
M3721/VYzpey+wcRFlcgTFt0JsfawDGLmAKy0s5f7bA=,breed_2,Male,Tier1,10690,195565,69,1068.71
7UYWiucs2hG4ZwlCcmVIP/0C9fbqQkO704bW40LYWpY=,breed_2,Female,Tier1,3762,134628,15,435.8
C7nhddlfaVsKWyI9Z15OnakPJ4w/nUB9BAdcC/3JIAk=,breed_2,Male,Other,30378,1118989,55,569.66
4obkojUJP1Cbpkpih1Ye9ZOIRNwVBX6DCtIMOtawRvo=,breed_1,Male,Tier1,1395,120994,23,784.68
RyO1fCePV/K6m3nPvWAOTcab6orTqn/RfolFHfkwX0I=,breed_3,Male,Other,1118,58719,87,307.68
73R8ze5baeiKtdKGeRJBzXdZWxbucT4hjsLrMgH4Q4o=,breed_1,Male,Tier1,3141,253001,57,699.01
r6iGQxDiMfO0QcQ/WrdOaQeRr8qaezTTaou1Dvh51ik=,breed_2,Male,Other,61262,1410499,34,432.18
zpcwJFrOZL9WQM448JAL+UndsT2OkX3bIN8glKxGifA=,breed_1,Male,Tier1,7356,716329,128,6939.82
f+jet5ttiXNV0y/JVuPW+8MWkQz6b90ErAEovL6XYvg=,breed_2,Male,Tier1,6154,818270,70,1598.55
1qq2PgDRe6qw0GTFilY38wkROKtFoVhWaWzmFvKyZAY=,breed_2,Male,Tier1,9354,229059,36,1124.46
o9hT9PK2Dq6SfqzEXE3R75yEySP3HlIcZqvRjzPh7v8=,breed_3,Male,Other,80566,2088158,73,351.14
+esWXOhbNUMLKye4n+SyxQIEl1lY7Jz36NLw75AI2B0=,breed_1,Male,Other,17029276,2594542129,8009,44053.01
tgdKBhHLI6PpY58GPQuU1SNCCxWDSdJOpnrp9KaPZyc=,breed_3,Male,Tier1,46768,1054389,453,11543.35
EiBYpc7RaPFMCaUxaqueuEV2Zpf9CQbGYYLj5kNknJA=,breed_2,Male,Tier1,62639,2554961,355,11622.56
pxLiokMmqGDGNwDjelDP/LtSsK2lVPjkkQhdhqqqAtk=,breed_2,Male,Other,263,10934,13,286.51
Ww+yrBsb78kx/8UGOLpoAHvBFKjkwAcgsyJFHA7Qklg=,breed_1,Male,Other,1629,45475,50,674.37
rdnk3dx64vI3LkcNN7k+aCHqsiXy9BBR0prsChXf+Y0=,breed_1,Female,Tier1,40330,1116525,141,3655.95
dTdQWRa72yia8dDEnklbWZvI2vygYVpsARcjOJuSiJE=,breed_2,Male,Other,22943,606632,32,406.16
CAR4mqlORMzGrE7jk9Cwb1mOmwVr8tbnxhgIejE35yg=,breed_1,Male,Tier1,1819,45960,14,360.43
Vi+UZBTWSS2deOL/FlEgXbqp5PMg2XMRWF3qSH7i0xw=,breed_3,Male,Tier1,830,53374,43,705.74
A40Byq3609mZV/3hii153SYAJLAsmWCbKlC97qlhjo4=,breed_1,Male,Tier1,117075,6032927,1739,31228.79
dwEaEjJ+Y8T3NP/wQ2M7q1oeJgxFTGNM6v3wfLWCpnA=,Mix,Male,Tier1,22796,329353,55,1045.69
4QXKMRh7RpqpdZqpyQhXopA/X8RAJyca5/iUKO3v/DU=,breed_2,Male,Tier1,88,3372,18,2876.64
MOQA3wEZbaDDiii33dsUVRBqxBoz0aZqTi26VU2F9JU=,breed_3,Male,Tier1,2290,180190,21,517.13
5HWYHqcuExriXj/q7a9MifWqQ4SdEObddEJCeTzcgYw=,Mix,Both,Tier1,4422,410612,100,5644.51
rKGknjlIKNOgWg3tpHFx1MDEpgG5cv+mWBsX/NHZSnE=,breed_1,Male,Tier1,3783,49795,180,4922.0
UtLfpdn9Lb3MQIExebIc/ra6x5I0/aJGLjsv0IEPEos=,breed_2,Male,Other,100,2167,13,126.35
zh9X04mjKyFDOk6eUWBsJNSxQ7SawkDOwv0wr5g9Yxo=,breed_2,Male,Tier1,42627,4324297,266,6436.54
TkubznbK21XBhfcznRlJdN1jWZ7Qchd/wSXe5BI8iPk=,breed_1,Male,Tier1,775,41876,10,204.93
8F51ZLfN9C31HAXYmqO+2qK60mzukpEppyfOiM0RohU=,breed_1,Female,Tier1,3758,100653,15,567.45
WMbtbQnjN0xlze5dOQKd8VGl/Q0akX9wNfoEr5F0P3U=,breed_3,Male,Tier1,222387,24755400,1026,33437.64
PhzmyXXpy6ofc5/lTTSQS/ujacYG1CNXkinqm1ejY1M=,breed_2,Male,Tier1,13728,509213,178,3549.36
Gcd/cqWnqezJNDp8VU3GA6SO4ibACw6aBt5Wz/DyWOo=,breed_2,Male,Other,43061,2220451,35,713.56
CRp/ZcIxFIwycP9pCqKdajXTjKsK9r8SQw7bAwxTpz8=,breed_2,Male,Tier1,13414,354437,26,1026.37
Wa5TJNgOEKDJM4c73j20wkKQTm3p8B3ehfu7tPm5+0o=,breed_1,Male,Tier1,62927,4088108,452,14105.77
Vaz6ccxwH9tGpFZdzCtS/VuajSG9x5rgkaOltvMdbj8=,breed_1,Male,Tier1,759,81600,11,345.99
7LCQpYlk+qUBXV35TGTt5va51jdbJvIBpx+kiYeVNDM=,breed_3,Male,Tier1,10225,299583,29,800.4
v3RVE44ZJbThXBtWnRzsTClA3Tyl9Kqq2prHzKbfL94=,breed_1,Male,Tier1,135347,15573502,1081,28760.65
u/5Xx4acpJdvgTPLbiF+iQJinBWQbxUuZjuK/6aYVxk=,breed_3,Male,Tier1,26066,2018094,299,10084.49
5ZEIZtoTigXUxOYtUYkSVTIsH7cQL4Nb5l9FN9bX3+Y=,breed_1,Male,Tier1,7421,162232,51,1096.76
ov0Tq4YK5KqryHUpUbXs/Mc+LaX9W7MIlp+Y2QBrYpw=,breed_2,Male,Other,4279,85247,65,350.02
xpeG/CuAMpp4V9yv8xIjlQWUeCOyjoMWb2QAja2A8sY=,breed_2,Male,Tier1,10612,441715,12,99.45
aWIPpzRjJ//Eavf5/JRM5o7Nssux/ZRP4O/p+y//U8k=,Mix,Female,Other,1962,123733,36,1955.7
VWZziokRrMEIxw/KTK2AzbrgIGwdAf6SoHExZ1jRpds=,breed_1,Male,Tier1,163537,3122264,607,15903.3
lktkHzP8sR+Bqkoh47ocys2iT6FOEr8pcPG/IlSImmE=,breed_3,Male,Tier1,1243,241172,20,492.91
oljoOqrtBcj9Sg23Yk1FOHvGWVer/RBmircd6zPDbCE=,breed_3,Male,Tier1,3678,107589,130,1056.16
6hjvKAnyc6/pkjvv20UfpNTO4haN/EPx5nuSjgTjLN0=,breed_1,Male,Other,230,16189,24,191.71
j2NdsvXIq4RXTgyZlCJBn9ryoZnxjcN3AFeBSbPFjfY=,breed_2,Male,Tier1,25753,563921,52,1226.35
OzzzUfAzWDs1OE6nCWYWaKxhMTB8TONA1jebmpvIvrI=,breed_1,Male,Tier1,1186004,82623764,2570,34990.28
jiNVWg6rcM37pPOi4Gr3fCUha6kRfOLnnaQp4WBWGHM=,breed_1,Female,Tier1,1280,141146,15,653.51
+clCymm92VskruUIJ0JvcIM6jCp2USBLzLjDZ0/Gpqs=,breed_3,Male,Tier1,24662,3299444,98,3474.87
Z28Dhh7FSwXkQaU1jZFgWmExKJvmkaqjJE7sHc0ANwY=,breed_1,Male,Tier1,5320,736063,140,2584.64
KU/wGXxhaW6b2YLfuAGhlbyXAvfBLstGmZIfRTBVOfk=,breed_1,Male,Tier1,194,7584,10,216.89
MzPvqPrMLgNFFbq7XMmUsJOYTKUrxT9MU1DRYjXM14k=,breed_1,Male,Tier1,2477,181316,181,3675.39
7IfYW86Ii/0p3sIB8j4Qkdr1v8dOSM4WazyAlmkg3Gs=,breed_2,Male,Tier1,202,4667,19,431.38
3Pn66bZkS70haPOP1l4kvQU72ksu5RB/9rSryH/20nE=,breed_1,Male,Other,3318,156051,164,5172.46
PTn95D+DpdSg46IsOmdRhhMU9oC1S4MJPAP/Y6xuWqs=,breed_1,Male,Tier1,43843,575275,386,6497.38
ov0Tq4YK5KqryHUpUbXs/Mc+LaX9W7MIlp+Y2QBrYpw=,breed_2,Male,Tier1,755,15044,11,61.81
mgjAAIphCi5XD5Mb2GSREvQd15GdLjr5wehR3HquT/A=,Mix,Male,Tier1,1230,67867,23,244.32
Gv3NfMwCW366tqDgl58awoqz/hGKWqwEvZSuoWhTsHk=,breed_3,Male,Other,21396,1187992,205,4662.89
5lFoNw+k9A9FLURVpRjLkOhj/KXzD6sQEQTeuoDhNqE=,breed_1,Male,Tier1,1239,134102,14,492.24
qgnQfYx5ufWFSBYEtnPB3yRfA8HM1ZDaXL0FWShKzxw=,breed_2,Male,Tier1,473,16261,19,450.55
1Gp7m21M37IelslImK7bqRJy80IRccvJySUpsrsjWhA=,breed_1,Male,Tier1,39976,3123453,317,6762.67
8SIGH5f0IglSR6NLxrSI3yv78/RPNpG4HhHk/jiC1EQ=,breed_3,Male,Tier1,21914,1608369,117,3562.07
4bFHLkSCa21RoZ0+rQ39j4R1Yl8EFvox73Rr9DwXEk8=,breed_1,Male,Tier1,1227,33566,58,1655.63
P/XBLwBE4T9H1csP1K+9I6yJTFxDPh77oodEHtlmQ4U=,breed_3,Male,Other,34555,1589650,46,409.81
NrbJjvtxwFGswj9DqCGxj0fe38JBT6+XLMHroQvVSCk=,breed_1,Male,Tier1,3224,123906,13,502.11
S6I9Tx/HoL0/KDxSluBxBouyW0bFU54Se+R3UVQho2A=,breed_2,Male,Tier1,3194,239743,37,1085.98
27B5ipqcKySqxXLz0mpdxMqmJFc23YVG87H+LDqdlOE=,breed_2,Male,Tier1,4037,112289,12,254.14
DHA2GK6niJm0t5hGCyUXF7NNyhm14IhRf/KsRWBargs=,breed_1,Male,Other,774,46169,19,792.96
6Hr1t11k9cvvOmQ8zhPVaifGVR7mh/86TxgsZtWYiXM=,breed_2,Male,Tier1,2978,451542,25,670.13
8iwLaPAF7uxA8BoJrlAhFMAh25s1+wjifm2JXX6eIG8=,breed_1,Male,Tier1,127823,6622689,964,12763.64
p8BbocTut2NS9K07E6QVIe8GqsKvkhwBN3iUPffsRgc=,breed_2,Female,Tier1,1877,70820,15,572.91
bn+6juu0tW2ZsNqWVy+EX42zbozKg+u+IoGq8yJiXfA=,breed_1,Male,Tier1,1382,96665,23,841.29
/nz1sKz82ngLqRxF/VI52LGvs9RtmEd5FVjnbDf4ddk=,breed_2,Male,Other,202948,2527040,42,649.39
chDfIz5/Ru1mUPDPUcP6Pw9xQ23TGbu1rXkTRj/iaE4=,breed_1,Female,Tier1,396,29909,15,462.04
oGDGOPRfn61s5wGjwRE3sHg+NFUf/mPhBujwgZcNjBQ=,breed_2,Male,Other,77570,2587905,80,482.87
DtO1cf5NGOY3Vy+5GcuYBWC43q9AF3jnPcsxShNe70A=,breed_3,Male,Tier1,106584,5220425,2964,39819.0
QeuA5T8eebrJ7+tdz8uqteJMc4NbzbbPvS6QQhBy1vQ=,breed_3,Male,Tier1,1687,156640,85,1165.47
eBf2T3MqSU4AobLdLNarcYocxA8G3QskgAQTSikdyn8=,breed_1,Male,Other,456,19274,11,209.32
dKXO7dWH/6vOIowWTGyj2vaCGqgBRu8bfEoG0Tyc/AA=,breed_1,Male,Tier1,2572,133515,41,949.65
fAGd7YshwrC3LOfWAcDoUHivZ15Xbik1bsDbpBGGr/E=,breed_1,Male,Tier1,1127,32747,18,432.22
yOyi0z3UMCD9IVqyyKUy2o/UePiaGB/QSNKmJRGbnO0=,breed_3,Male,Tier1,83094,12788582,646,12372.83
4PoTBTjtwmBbAdMSw8R77B7R5ptGHWimaZXtHnPVLws=,breed_1,Male,Tier1,14961,1782120,96,1928.39
t4ORm/z/h+OMe73jPbi5SuhdkCyk90VHy2sHcbmy+Ok=,breed_3,Male,Tier1,4424,400765,59,1700.98
L1NcipHo5qd5LsiFypSm+Pp0Q3Yo23po2POIC6vlnsM=,breed_1,Male,Tier1,134,3426,26,2579.36
Y16mSiZ8OAbilNxchU9i2DdXDDgRU/6DUGu7yPLdEWE=,breed_1,Male,Tier1,335,6454,14,566.49
tbRyLCb4t/qKMQl8NUpCRwTwjtrF0vwaxkqAZrFwGw4=,breed_3,Female,Tier1,919,35461,10,383.32
HKp5VoyWhA8yqhlUU9/HUSDaZYRiNyBQuLuXT/OoR7A=,breed_3,Male,Tier1,71,1597,23,577.69
mPJOg+6xEYXhdaiBMYZYchsmGz4qEMAlWaR0NnUkK1w=,breed_1,Male,Tier1,9542,737054,74,1404.93
7cvxOusaayjcQfh4ssNg5E59fifbJo0F1m0rwM2pqVg=,breed_1,Female,Tier1,4414,402882,102,5641.02
yJunXV0FZqr32uyt9QMR/iS7QzwQvSk78fYFm+K/HGo=,breed_1,Male,Tier1,6147,102595,25,327.55
RGylIfLNEr4ttUFdkpRT++eUeD4vNIR14OSb/WlXokk=,breed_1,Male,Tier1,21908,2379005,218,7488.29
lFNtt9WKm0KEu+7+I8cj39NuPTsjcdBPxu6sZ4s9ykQ=,breed_1,Male,Tier1,1154,187830,11,184.46
cc1YAbNpN3OZzEpHROQWbOFrAcd12wdH4MHQ/BvIJuY=,breed_3,Female,Tier1,393,8590,20,682.92
iRonpG1xQU2z+0laZO9eU9unoANHDmWpwIQL+wB6+ck=,Mix,Both,Tier1,2489,38299,24,279.07
KM/esGKgkLqJWKpyR+C67FHoI7dGjk06T2lqLm4v/xo=,breed_3,Male,Tier1,6840,108285,33,375.81
no0DSRKNXNPoq9cGOyDQ+PEPlEv8RzM4MtRkkp8DBnQ=,breed_1,Male,Tier1,482,14080,14,383.47
+F1+TPl3xaqGeq0Pqh4rC69d8H0Cfwq0xoWnx3HO3LM=,breed_2,Male,Tier1,5119,128891,19,763.63
cO6H57U4MGlANQo60qdGB9E6YBzpdJz4rbnD1SZNGoU=,breed_2,Male,Other,3014,118254,13,62.42
cj9brA5HFwrQhzmhOAWvqUKyRBl6sjwk9yFHIlTdtk8=,breed_1,Male,Other,14037,1008685,10,310.37
8fwiSDLAcAgrVEC0g5n9OrH11gfm+rumtsTrHH9G+wE=,Mix,Female,Tier1,4902,240061,83,1526.4
+/P5TIcmQ7E0lLzadmzzJeqvYe+9lDBmcxxaiH1jVdc=,breed_1,Male,Tier1,348711,9014531,274,2937.84
T6osG4mMBX1R10i6hTu+UviMA93B+ZFhBdod7BFMyuA=,breed_1,Female,Tier1,2967,127889,18,1050.7
7KtAZmLmsAb8iC33CTjvuqOVZfZMGrKB12UEzGFsZ6Y=,breed_2,Male,Tier1,448,5564,21,265.04
uNAGNWfeyuaqEE9V1ICCqL3vjk2w9DsPJ9plVF1zanQ=,breed_3,Male,Tier1,13703,542148,40,987.55
7P1WBFe/BH2I+9E1E48mjj07oHe4CMxYnCV7PWKVyeE=,breed_1,Male,Tier1,564,8393,29,878.85
rHh9HcTwBwvWIFRxmv5nuLs7I54aZF007wPYcMFWesU=,breed_1,Male,Tier1,2184,65780,71,725.19
gXeMpM8qNeMlo0sUvQQvF+GMLIOe2Dtr/GsZQi0ghFE=,breed_3,Male,Tier1,18365,488745,85,5055.34
ns3vgxvfk3AMuShnHL9yDkGk66aa3z+QFDMhF03XhPM=,breed_3,Male,Tier1,465727,10586720,4268,64478.48
sPOYxzAuNse2TLTHdLwI7xqwPTb7Iycty97dFy5lhqQ=,breed_3,Male,Tier1,8779,175175,41,568.43
zt54w7aydEDJi+BGDFgsa1u/Jqf2Zf+565bO6EncI6s=,breed_1,Male,Tier1,3371,62339,14,363.54
m6peDy7wJEsU3QJ4OU4Z59sWWLIDUHRe45WTIGd9Vek=,breed_1,Male,Other,163159,22504596,109,487.82
MkipCeyElDc3bL4NEJNHG9d+pIBwOfZay79brqKSwyU=,breed_1,Male,Tier1,282,35383,10,197.77
9C5qqoxcEgw8BA3oFyh2pBnSg7V8Escx6HEB9+rQhKw=,breed_1,Male,Tier1,5190,1047139,35,756.2
k66NEhCj45nQesZQO+dyRlCGoJRvE9gacw2oWp31AWc=,breed_2,Male,Other,9219,346301,23,288.14
u+nVuFufyff+6OLF2QBBPKMuqbYjAZQqo7V8b0a1Wrk=,breed_3,Male,Tier1,2205,85255,53,1210.66
W9uyGBFgJ9CYSrxWJwbsCl/OTLB4r4uFwtqjXCUlr8Q=,breed_2,Female,Tier1,2785,201301,63,885.28
dHvy2ByzNz3SwTcGNhGhY/vm3IwOj23ctXc/7cf8GKY=,breed_1,Male,Tier1,17335,501819,409,4047.47
v3FVPNWB8IRaSvgZJoR7QlAcF1kn6K1ODH9efXscfrM=,breed_2,Male,Tier1,2227,159855,79,1754.88
fJjK5kqv2jhzlcpD+mcG5H9jUJYH/GvOGogC+mIlq/k=,breed_1,Male,Tier1,7358,642380,186,12349.7
X1prnHcNp7oTk8Rbfsxe8LTVeEx0mEdKAx5FbC2GzpM=,breed_1,Male,Tier1,372,10431,65,6481.49
71ISDibWel051dPwEFdUdexwGk0iEyreDbSFPTLWzbU=,breed_3,Male,Tier1,1048,27433,15,88.04
deKQfdWftO/GlZy0SViK4LDAHvk8M6T1uhFEW5MXQpE=,breed_3,Male,Tier1,29156,708552,52,762.16
p0zpNfGNcsyYrh0pdYXgBOu4v0GckKDFqAYHH0kXan4=,Mix,Both,Tier1,1910,28420,15,201.65
3+XJeH5NUYv/T7pL3D0rCcJtjYZG8c15pKvLuKBB1Qs=,breed_1,Male,Tier1,80502,6818978,1070,25817.76
A40Byq3609mZV/3hii153SYAJLAsmWCbKlC97qlhjo4=,breed_1,Male,Other,2215,63064,21,355.8
wsl9RcCAdlmDsm6fG+Si4Rv8vkZ3g+d9YsT2c8B/8Mw=,breed_2,Male,Tier1,2365,203883,19,375.33
LZnQtsoKgGdZNI72IWbdkWeJmpTF+aNCuqMsVb0emf0=,breed_2,Male,Tier1,53,2981,12,330.93
twQhFDd16sHYTFl60IMGdcjSLpwNGQ3U+RgsYYACnhg=,breed_2,Male,Other,400,25191,11,466.97
xM08mEqi6RkUZj6IJeC0Osqpzw8b+8qkSUKQTuJk9YY=,breed_1,Male,Tier1,5968,189003,15,608.68